;Quote;Krant;Periode
9025;Het gaat erom of wij een bijdrage kunnen leveren om een bedrijf sneller te laten groeien. We zijn er namelijk niet alleen van overtuigd dat kunstmatige intelligentie een hele krachtige technologie is. Het is door het gebrek aan personeel ook noodzakelijk dat computers taken gaan overnemen van mensen;De Telegraaf;2020-2024
9026;Maar Sentinels groeide zo snel dat het een logische stap was om de dienst onder te brengen in een eigen bv;De Telegraaf;2020-2024
9027;Voor ons is Slimmer allereerst een investeerder;De Telegraaf;2020-2024
9028;Daarnaast is het heel fijn dat ze ons in deze krappe arbeidsmarkt helpen bij het zoeken naar nieuw talent, zodat wij ons op onze kern kunnen focussen.;De Telegraaf;2020-2024
9029;Ons team van AI-software ontwikkelaars heeft razendsnel een eerste product gebouwd om op de markt te kunnen lanceren;De Telegraaf;2020-2024
9030;Vervolgens hebben we Biller geholpen het juiste team samen te stellen zodat ze op eigen kracht verder konden gaan;De Telegraaf;2020-2024
9031;We steken niet alleen geld in nieuwe bedrijven, we helpen ook mee ze op te bouwen;De Telegraaf;2020-2024
9032;Oudere techbedrijven als Google en Microsoft hebben duidelijk moeite met innoveren. Populaire producten van die bedrijven gaan vaak al een tijdje mee en nieuwe technologie wordt vaak elders ingekocht, zoals ook nu met de investering van Microsoft in OpenAI.;De Telegraaf;2020-2024
9033;Betrouwbaarheid is een belangrijk punt. Je merkt dat de output heel erg afhankelijk is van de kwaliteit van de input. Je kunt de chatbot simpelweg wat vragen, maar je kunt hem ook trainen. Daarbij voer je hem eerst informatie en daarmee wordt het antwoord vaak een stuk beter. Maar feit blijft dat het gecheckt moet worden door een mens. Je kunt een chatbot voorlopig dan ook niet geheel vertrouwen. Bij een antwoord dat direct van een chatbot komt, moet er dus voorlopig een waarschuwing bij staan dat het onjuistheden kan bevatten of aanstootgevend kan zijn.;De Telegraaf;2020-2024
9034;Voorheen maakte je een of misschien twee teksten om bepaalde mensen aan te spreken. Met deze generatieve kunstmatige intelligentie kun je bijvoorbeeld een specifieke tekst laten maken voor mensen die een boot hebben of veel specifieker: iemand die niet elektrisch wil rijden omdat hij het geluid van een dieselmotor zo fijn vindt. Ik noem maar wat.;De Telegraaf;2020-2024
9035;ChatGPT kan een tekst genereren voordat jij twee keer kunt knipperen met je ogen. Content-creatie is dan ook een prima toepassing voor ChatGPT. Maar een redacteur of journalist zul je er niet snel mee vervangen, want je moet de output heel goed controleren en dat blijft voorlopig ook zo. En ook wat je invoert is een kunst op zich.;De Telegraaf;2020-2024
9036;Mijn persoonlijk favoriete toepassing is brainstormen met ChatGPT. Hij brengt je heel snel op interessante ideeën.;De Telegraaf;2020-2024
9037;Je kunt vanwege privacy absoluut geen persoonlijke informatie van bijvoorbeeld klanten of patiënten invoeren. Tel daar de fouten die ChatGPT maakt bij op en veel gedroomde toepassingen vallen daarmee af. Maar ik heb voor het eerst sinds lange tijd wel weer het gevoel ten tijde van de eerste iPhone: nieuwsgierig wat ze weer hebben bedacht voor de volgende versie. Wat gaat er volgen?;De Telegraaf;2020-2024
9038;Ik ben tegen het nabootsen van bestaande bekende stemmen. Het moet niet zo zijn dat Chris Martin van Coldplay, Adele of Paskal Jakobsen opeens te horen zijn op een plaat waarvoor ze niets hebben ingezongen.;De Telegraaf;2020-2024
9039;Nu kan ik op mijn hotelkamertje of in een vliegtuig creatief doorwerken zonder dat ik daar fysiek mensen of apparatuur voor nodig heb.;De Telegraaf;2020-2024
9040;Voor mij ging er echt een wereld open. Het heeft een hele hoop stress weggehaald. Na het maken van een nummer moet je dat promoten, en daar is niet altijd tijd voor. Nu ging dat allemaal super soepel.;De Telegraaf;2020-2024
9041;Dat vind ik een heel mooi voorbeeld  van hoe AI kan bijdragen aan de creativiteit van een artiest.;De Telegraaf;2020-2024
9042;Het kan niet zo zijn dat grote techbedrijven zomaar de muziek van onze artiesten gebruiken zonder daarvoor te betalen.;De Telegraaf;2020-2024
9043;De kennis die we hierdoor opbouwen, kunnen we doorontwikkelen in onze licentiemodellen. Uiteindelijk werken we samen toe naar een eerlijk en rechtvaardig ecosysteem voor onze artiesten.;De Telegraaf;2020-2024
9044;Ik juich de stappen die Brein zet enorm toe. De komende weken gaan we laten zien dat we iets kunnen doen om onze artiesten te beschermen tegen het onrechtmatig gebruik van hun muziek.;De Telegraaf;2020-2024
9045;Als een artiest niet wil dat er op diens muziek wordt getraind, moet dat ook niet gebeuren. In de tijd van  cd's, elpees en cassettebandjes stond ook altijd op het medium dat de rechten zijn voorbehouden aan de maker.;De Telegraaf;2020-2024
9046;Als jij veel van muziek weet, kan jij de hele omschrijving geven zonder de artiestennaam te noemen. Als je weet hoe AI dat zelf labelt, kom je heel erg in de buurt. Ik heb voorbeelden gehoord waar je Beyoncé levensecht hoort, maar dan met een nieuwe tekst.;De Telegraaf;2020-2024
9047;Dat heeft te maken met de juridische basis. Eerst proberen we er met een schikking uit te komen, daarna kunnen we de partij pas dagvaarden;De Telegraaf;2020-2024
9048;Daar draait het om het netwerk, hoe je kunt pitchen en of je het type bent dat ze graag financieren;De Telegraaf;2020-2024
9049;We financieren acht keer meer vrouwelijke ondernemers dan gemiddeld en dertig keer meer ondernemers met een minderheidsachtergrond;De Telegraaf;2020-2024
9050;Venture capitalists zijn vaak bevooroordeeld. Er was een ondernemer die hele opvallende schoenveters verkocht in Dragon's Den. Zegt die geldschieter 'Wat een lelijke schoenveters, daar investeer ik niet in '. Maar wat maakt dan nou uit? Ze verkopen goed;De Telegraaf;2020-2024
9051;Waarom al die heisa als ik genoeg heb aan bepaalde cijfers, zoals marketing- en omzetgegevens, inkomsten en de prijs per product?;De Telegraaf;2020-2024
9052;Aan het eind willen ze dan voor altijd 5% van hun bedrijf afstaan in ruil voor 100.000 dollar financiering. En vaak is dat alleen om voorraad te kopen en uit te geven aan Google ads. Daarvan weet je dus precies wat het opbrengt.;De Telegraaf;2020-2024
9053;Dat heeft geen zin;De Telegraaf;2020-2024
9054;Als je als belegger allerlei voorwaarden hebt waaraan een beleggingsproduct moet voldoen, kan AI helpen de juiste keuze te maken.;De Telegraaf;2020-2024
9055;Veel kleine brokers zijn verliesgevend en sommigen gaan het zelfstandig niet redden. Wij zullen hiervan profiteren en kijken nu ook heel nadrukkelijk naar overnamemogelijkheden.;De Telegraaf;2020-2024
9056;Lage tarieven, een sterk platform en een goede klantenservice zijn voor hen veel belangrijker.;De Telegraaf;2020-2024
9057;Klanten komen bij ons om te beleggen. Een heel klein percentage van hun gelden is niet belegd. Wij willen geen klanten die bij ons komen om te sparen. Dit is geen winstgevend bedrijfsmodel. Waarom zou je tientallen euro's investeren om een nieuwe klant binnen te halen die vervolgens niet van je platform gebruik maakt?;De Telegraaf;2020-2024
9058;Heel vervelend en wij bieden klanten hiervoor onze excuses aan. Het betrof wel de grootste migratie in de geschiedenis van DeGiro en wij verwachten dat dergelijke technische problemen zich niet meer zullen voordoen;De Telegraaf;2020-2024
9059;Wij zijn blij met deze brokers, want zij helpen het bewustzijn van de voordelen van beleggen te vergroten. Sommigen boden eerder 'gratis beleggen' aan, maar vanwege veranderde regelgeving en de noodzaak verliezen terug te dringen, hebben zij hun handelstarieven veelal moeten verhogen. Dat heeft hen wel klanten gekost;De Telegraaf;2020-2024
9060;Zo is de gemiddelde leeftijd duidelijk omlaag gegaan. Bovendien is het percentage vrouwelijke beleggers verdubbeld tot 20%. Onze sterke groei in Nederland en andere Europese landen, evenals de fusie met Flatex, heeft schaalvoordelen gebracht. Dat bood ons de mogelijkheid om winstgevender te worden en tegelijkertijd onze tarieven te verlagen.;De Telegraaf;2020-2024
9061;Wij willen meedoen in de verwachte consolidatieslag.;De Telegraaf;2020-2024
9062;Onze 750.000ste klant hebben we verwelkomd, nu willen we doorgroeien naar de miljoen;De Telegraaf;2020-2024
9063;Wij zijn blij met deze brokers, want zij helpen het bewustzijn van de voordelen van beleggen te vergroten.;De Telegraaf;2020-2024
9064;Als kunstmatige intelligentie, heb ik geen persoonlijke gevoelens, dus ik kan hem niet 'missen' of emotioneel reageren op het vertrek van individuen.;De Telegraaf;2020-2024
9065;Het kan wel invloed hebben op de organisatie van het bedrijf, afhankelijk van wie zijn positie inneemt en hoe deze persoon de visie en strategie van OpenAI voortzet;De Telegraaf;2020-2024
9066;Het vertrek van de heer Altman volgt op een weloverwogen beoordelingsproces door het bestuur, waarbij werd geconcludeerd dat hij niet consequent openhartig was in zijn communicatie met het bestuur.;De Telegraaf;2020-2024
9067;Onze organisatie is expres zo gestructureerd vanwege onze missie: zorgen dat kunstmatige intelligentie ten goede komt aan de hele mensheid.;De Telegraaf;2020-2024
9068;Het is duidelijk dat het proces en de communicatie rond het ontslag van Sam zeer slecht is afgehandeld.;De Telegraaf;2020-2024
9069;Dat heeft het vertrouwen in ons ernstig geschaad.;De Telegraaf;2020-2024
9070;Studenten maken programmeertoetsen zonder internet. Als een student wel een complexe opdracht online weet te maken, maar zo'n relatief simpele offline opdracht niet, valt hij door de mand;De Telegraaf;2020-2024
9071;Daarover gesproken. toen je opeens kon googlen was het onderwijs ook in rep en roer, maar feit blijft dat het een van de belangrijkste vaardigheden in de arbeidspraktijk is, zeker voor programmeurs. Als je in de ict niet meegaat met je tijd, ben je al snel een dinosaurus;De Telegraaf;2020-2024
9072;Er was laatst iemand die het werk van weken in een dag had gedaan. Dat viel op. Je kunt ook echt niet zomaar een diepgaander probleem invoeren en een pasklaar antwoord uit ChatGPT trekken. Toch is het alsnog een hulpmiddel waar ik echt niet meer zonder wil;De Telegraaf;2020-2024
9073;Veel klassikaal studeren is niks voor mij, ik ben liever zelf bezig. ChatGPT is daarbij een enorme hulp. Het dient bijvoorbeeld als sparringpartner om een probleem op te lossen. Maar ik kan ook vragen wat er beter kan aan een stuk programmeercode. Vervolgens neem ik het antwoord natuurlijk niet klakkeloos over, maar het helpt me wel efficiënt verder. Dat is het voornaamste, ChatGPT levert heel veel tijdwinst op;De Telegraaf;2020-2024
9074;Onze studenten werken erg zelfstandig;De Telegraaf;2020-2024
9075;Door ChatGPT hoef je minder tijd te besteden aan zelf dingen opzoeken, bijvoorbeeld via Google;De Telegraaf;2020-2024
9076;Ze zitten minder in collegezalen dan bij andere opleidingen. We werken volgens het peer-to-peer-principe. Als je ergens niet uitkomt, ga je googlen of vraag je het aan een medestudent of anders de docent. Maar er is nu een extra optie: ChatGPT. Je wordt daarbij gedwongen om je doel vast te stellen en je vraag duidelijk te formuleren. Als je er dan niet uitkomt kan een ander via het chatgesprek snel snappen waar iemand op vastloopt.;De Telegraaf;2020-2024
9077;Met GPT-4 is de chatbot met kunstmatige intelligentie een stuk betrouwbaarder, creatiever en kun je hem genuanceerdere instructies geven;De Telegraaf;2020-2024
9078;Het kan nu nog niet, maar op den duur is het goed voorstelbaar dat je een foto maakt van een aantal ingrediënten in je koelkast, waarna een chatbot drie recepten geeft die je kunt koken. Of dat je een foto kunt maken van een plant met bladluis, waar je maar niet vanaf komt, zodat ChatGPT je kan adviseren wat je in dit specifieke geval het beste kunt doen.;De Telegraaf;2020-2024
9079;Het is een gevaar voor Google. Zij hebben alles te verliezen. Waarom zou je uiteindelijk nog speuren op een pagina met linkjes als je ook direct antwoord kunt krijgen van een chatbot met wie je op een natuurlijke manier communiceert? En toch zal er altijd menselijke controle moeten zijn. Het blijft een hulpmiddel. Hij maakt fouten en weet niet precies wat jij wilt.;De Telegraaf;2020-2024
9080;Wellicht krijgen we straks een soort app-winkel waarin we chatbots voor specifieke onderwerpen kunnen downloaden;De Telegraaf;2020-2024
9081;Het is net een opgroeiende peuter. Je hoeft je input minder vaak te herformuleren, hij analyseert beter en geeft verfijndere antwoorden. Waar voorheen een alinea nodig was, heeft hij nu soms aan een paar woorden genoeg. De vooruitgang van dit soort kunstmatige intelligentie gaat echt ontzettend snel;De Telegraaf;2020-2024
9082;Wij zagen die gelukkig op tijd;De Telegraaf;2020-2024
9083;Een paar weken geleden hebben we nog ontdekt dat een Chinese hackersgroep probeerde binnen te dringen in het netwerk van de Nederlandse overheid;De Telegraaf;2020-2024
9084;Het gevolg is dat zij hierdoor een nadrukkelijk militair voordeel krijgen door een betere informatiepositie;De Telegraaf;2020-2024
9085;De kans dat de Nederlandse krijgsmacht in aanraking komt met Chinese wapens wordt ook steeds groter, mede door de export van deze systemen door China aan landen wereldwijd;De Telegraaf;2020-2024
9086;Dat is voor China een groot militair voordeel;De Telegraaf;2020-2024
9087;De investeringen van China op gebied van (militaire toepassingen van) kunstmatige intelligentie en kwantumcomputers en kwantumsensoren zijn extreem groot en bijna niet te evenaren door het Westen;De Telegraaf;2020-2024
9088;Dus ze verdienen nu geld zonder écht live te gaan?;De Telegraaf;2020-2024
9089;Wie goed kijkt, merkt dat sommige influencers een beetje robotachtig lijken. Het zijn AI-gegenereerde klonen van de echte streamers;De Telegraaf;2020-2024
9090;vooral de ontvangst van de cijfers bij de Amerikaanse techreuzen het sentiment gaan bepalen;De Telegraaf;2020-2024
9091;dat de nervositeit weer flink is getemperd gelet op de stevige terugval van de VIX, de angstbarometer voor het sentiment onder beleggers;De Telegraaf;2020-2024
9092;De zijwaartse beweging in de voorbije weken is een goed teken dat de rust op de beurzen weer is teruggekeerd, maar het zal vooral van de Amerikaanse techreuzen afhangen of de AEX de jaarpiek weer kan gaan opzoeken;De Telegraaf;2020-2024
9093;dat ceo's van Nederlandse bedrijven hun woordgebruik aanpassen om computers te behagen.;De Telegraaf;2020-2024
9094;de inzet van kunstmatige intelligentie volgens Daalder voor 'een driedimensionale schaal van Mock'.;De Telegraaf;2020-2024
9095;Er is nog altijd ruimte voor nieuwe patiënten.;De Telegraaf;2020-2024
9096;Het is gevonden geld. Dat huis staat er toch al.;De Telegraaf;2020-2024
9097;In het Alexander Monro Ziekenhuis hebben we de beste diagnostiek. We merken dat AI (kunstmatige intelligentie) hier beter in is dan onze radiologen. AI haalt 98 procent van de gevallen eruit.;De Telegraaf;2020-2024
9098;We merken dat AI (kunstmatige intelligentie) hier beter in is dan onze radiologen. AI haalt 98 procent van de gevallen eruit;De Telegraaf;2020-2024
9099;Nu hebben we plannen voor uitbreiding van de inzet van AI, voor patiëntenfaciliteiten en voor onderzoek.;De Telegraaf;2020-2024
9100;Er zijn nog elf andere manieren om zelf borstkanker te ontdekken dan alleen voelen naar het knobbeltje. Zolang er 17.000 nieuwe gevallen per jaar zijn en jaarlijks 3000 mensen overlijden, benadrukken we het belang van vroege herkenning.;De Telegraaf;2020-2024
9101;Data gaan een enorme rol spelen rond alle crises die we op te lossen hebben. Kunstmatige intelligentie stelt ons in staat om met die data grote simulaties te draaien, dat gaat ons op een nieuwe manier helpen om betere oplossingen te vinden voor de grote crises waar de wereld mee te maken heeft. Ik denk dat energie een van de belangrijkste crises is. We investeren niet alleen in een grote solar farm in Arizona, maar ook in opslag en slimme netwerken, waar de analyse van data een belangrijke rol speelt. Maar ook in sport zie je dat de analyse van data en simulaties steeds belangrijker worden. Die technologieën komen nu bij elkaar. Het gaat de manier waarop we met zaken als energie omgaan fundamenteel veranderen.;De Telegraaf;2020-2024
9102;Iedereen moet zijn data versleutelen en wie dat doet heeft zelf de sleutel en daar kan niemand bij, ook AWS of overheden niet. Verder hebben we ons gewoon aan de wet te houden. We krijgen ook volstrekt gerechtvaardigde verzoeken die te maken hebben met misdaad en andere gevaarlijke zaken, dus als ze een geldig gerechtelijk bevel hebben, dan werken we mee. Maar we gaan er heel voorzichtig mee om. Onze juristen kijken altijd of een verzoek overeind zou blijven als we het aan de rechter zouden voorleggen;De Telegraaf;2020-2024
9103;Als die er waren, dan hadden we niet meer bestaan. Zo simpel is dat. Die worden altijd ontdekt. Hetzelfde met de e-commercebedrijven die bang zijn dat we er met hun data vandoor gaan terwijl we concurreren. Niet productiviteit en kosten, maar veiligheid is tegenwoordig de belangrijkste reden dat bedrijven voor ons kiezen. Het niveau van bescherming dat wij aanbieden kunnen bedrijven zich vaak niet zelf veroorloven.;De Telegraaf;2020-2024
9104;Omdat ze zo groot waren, moesten ze alles zelf uitvinden en daar waren ze erg goed in;De Telegraaf;2020-2024
9105;Er bestaat een beeld dat we in de clinch liggen met regelgevers hier, maar dat is niet zo. We hebben allemaal hetzelfde voor ogen en dat is de veiligheid van onze klanten. Het probleem is alleen dat de regels vijftien tot twintig jaar oud zijn, maar we kunnen uitleggen dat onze manier juist veiliger is. Vind ik (de Europese privacywet, red.) GDPR goed? Jazeker, maar het is maar een begin. En regelgeving legt een bodem. Als we onze beveiliging zouden inrichten op basis van de regels die ervoor gelden, zouden we niet erg veilig zijn;De Telegraaf;2020-2024
9106;Dat we klanten alleen laten betalen voor wat ze gebruiken, heeft de boel flink opgeschud. Daardoor konden bedrijven ook veel goedkoper experimenteren met nieuwe diensten.;De Telegraaf;2020-2024
9107;De meeste verzoeken die we krijgen voor toegang tot data komen overigens van de Duitse overheid, niet van de VS. En daarbij speelt ook in Nederland nu de discussie of de AIVD gebruik mag maken van fouten in software om aan informatie te komen;De Telegraaf;2020-2024
9108;Ik heb de leeftijd uit dat Beatles-nummer When I'm sixty-four. Als je 20 bent klinkt dat als een doodvonnis, maar ik heb de tijd van mijn leven;De Telegraaf;2020-2024
9109;De capaciteit van Nederlandse datacenters is over één of twee jaar bereikt.;De Telegraaf;2020-2024
9110;Kunstmatige intelligentie (AI) en quantumtechnologie gaan zorgen voor een innovatiegolf;De Telegraaf;2020-2024
9111;Zonder duidelijk langetermijnplan zal onze positie verder verslechteren;De Telegraaf;2020-2024
9112;Je ziet dat er nu systemen worden gebouwd. Als je daar niet in kunt meelopen gaat iedereen je links en rechts voorbij.;De Telegraaf;2020-2024
9113;In goed overleg met Flevoland en Almere zou er een nieuw cluster komen;De Telegraaf;2020-2024
9114;Daar is onbeperkt stroom en ruimte. Maar de politieke atmosfeer is de laatste tijd erg negatief geweest. Zwaar teleurstellend hoe dat is gelopen.;De Telegraaf;2020-2024
9115;Dat project verdient zeker niet de schoonheidsprijs. Ze dachten slim buiten de DDA om iets af te spreken.;De Telegraaf;2020-2024
9116;We zijn altijd in gesprek met overheden en onze buren om te zorgen dat we op één lijn zitten;De Telegraaf;2020-2024
9117;Ik dacht toen en denk nog steeds dat wereldwijde samenwerking onmisbaar is voor onze grootste uitdagingen, zoals klimaatverandering en regulering van kunstmatige intelligentie. Daar hebben we de laatste vier jaar een enorme verslechtering in gezien. Corona was een lakmoesproef en we hebben grandioos gefaald. Het virus was na de uitbraak in twee weken geïdentificeerd, de technologie om vaccins te maken was beschikbaar, maar toch zijn we niet samen opgetrokken tegen het virus. Wat je nu ziet is juist deglobalisering en dat is de belangrijkste reden dat prijzen nu omhoog gaan. Zaak is nu om die wereldwijde samenwerking weer op te starten, want anders gaan we ook klimaatverandering en de risico's van kunstmatige intelligentie niet aanpakken. Zelfs westerse democratieën vallen nu uit elkaar, omdat men het niet meer eens is over basale feiten, zoals wie de verkiezingen won en dat vaccins de verspreiding van ziektes voorkomen. Het informatiesysteem is kapot, terwijl we de beste informatietechnologie ooit hebben. Techreuzen moeten daar iets aan doen. Ik sluit niet uit dat de volgende Amerikaanse verkiezingen de laatste democratische verkiezingen in de Verenigde Staten zijn. Ik acht de kans niet groot, 20%, maar het is nu niet ondenkbaar meer.;De Telegraaf;2020-2024
9118;Ha, ha! We denken altijd dat we het onder de knie hebben en een goed zorgsysteem of democratie hebben gebouwd. Maar als we de instituties die daarbij horen niet goed onderhouden, blijkt dat we ergere pandemieën en dictaturen dan ooit kunnen verwachten;De Telegraaf;2020-2024
9119;Ja, want wat de geschiedenis ook laat zien, is dat mensen in staat zijn geweest om hele grote prestaties te leveren. Dat we als mensheid die macht hebben zaken te veranderen, is iets wat we moeten erkennen en wijst ons op onze verantwoordelijkheid. Niet alleen op technologisch, maar ook op sociaal vlak hebben we dat gedaan, zoals de verbetering van de positie van vrouwen de laatste honderd jaar. En dat is ook allemaal gebeurd zonder bloedvergieten als oorlog en moord op presidenten. Dat biedt hoop. We kunnen de wereld niet alleen veranderen, we kunnen het ook nog op een geweldloze manier.;De Telegraaf;2020-2024
9120;Ten eerste is visie nodig is die verder gaat dan de volgende kwartaalcijfers. Leiders moeten veel breder nadenken over de sociale en economische consequenties op de langere termijn. Hoe verzeker je dat de vruchten eerlijk worden verdeeld en rijke landen niet weer alleen voor zichzelf zorgen? Op de kortere termijn ben ik bezorgd over grootschalige surveillancesystemen, die mogelijk worden door de smartphone. Wat je daaruit kunt afleiden over iemand, vertelt je meer over hem dan hij over zichzelf weet. Zo kun je mensen manipuleren en beheersen. Net als artsen en advocaten moeten techbedrijven en overheden verplicht worden informatie over ons alleen te gebruiken als die ons ten goede komt. Die data mag ook niet centraal worden opgeslagen. Als dat wel gebeurt, kan dat regelrecht naar een dictatuur leiden. Elke keer als een partij data verzamelt over jou, zou jij ook meer te weten moeten komen over hen. Dat gebeurt nu helemaal niet.;De Telegraaf;2020-2024
9121;Omdat het voor kinderen belangrijk is de geschiedenis van de mensheid als soort te begrijpen. In de meeste landen, en zeker het mijne, leer je de geschiedenis van je eigen volk en cultuur, terwijl het zeker in de 21e eeuw belangrijk is dat mensen beseffen dat ze deel uitmaken van iets groters dan hun eigen groep. Wat aan de andere kant van de wereld gebeurt, heeft hier impact. Als Nederland iets doet aan klimaatverandering en China en de Verenigde Staten niet, dan heeft het weinig nut. De economie in China en de oorlog in Oekraïne, voelen we hier. Prijzen stijgen hier om dingen die ver weg gebeuren;De Telegraaf;2020-2024
9122;De sleutelboodschap is dat de mens een enorm machtig wezen is en dat daarbij ook verantwoordelijkheid hoort om die macht wijs te gebruiken. Een wijdverbreid probleem in de wereld is dat mensen veel verhalen te horen krijgen over hun al dan niet vermeend slachtofferschap en daar hun identiteit omheen bouwen. Soms is dat terecht, maar er zijn ook zeer machtige groepen, zoals Russen en Chinezen die menen dat ze slachtoffer zijn, van het Westen. Het verhaal dat je slachtoffer bent, is aantrekkelijk maar ruïneert mensen psychologisch. Het is gevaarlijk omdat het ze verlost van de verantwoordelijkheid om te zorgen voor oplossingen. Zij zien zichzelf immers als slachtoffers. Kinderen moeten weten dat we de heersers zijn over deze planeet en in staat zijn dingen te veranderen. Dat hebben we eerder gedaan en dat kan opnieuw;De Telegraaf;2020-2024
9123;Ook bij hen draait het om verantwoordelijkheid. Ik spreek vaak over de toekomst van werk en de arbeidsmarkt en mijn boodschap aan leiders uit de zakenwereld en politiek is dat het cruciaal is dat de macht en welvaart die ontstaat door technologieën die nu ontwikkeld worden, worden gedeeld met alle mensen en samenlevingen. De mensheid doorloopt een proces dat misschien wel ingrijpender is dan de industriële revolutie en we moeten niet dezelfde fouten maken. Toen kwam er immense macht bij een zeer kleine groep mensen en landen, die er vervolgens op uit trokken om de rest van de wereld te veroveren en uit te buiten. Dat leidde tot imperialisme, wereldoorlogen, communisme en nazisme, allemaal experimenten in hoe om te gaan met macht in industriële samenlevingen. Het wordt hectisch op de arbeidsmarkt en we moeten zorgen dat iedereen meedeelt in de welvaart en voor perspectief voor de talloze mensen wiens banen verdwijnen door technologie;De Telegraaf;2020-2024
9124;Kijk, dat is AI for the good.;De Telegraaf;2020-2024
9125;"Misschien, als je aan de verkeerde knoppen draait. Bedenk: in heel veel landen worden dit jaar nieuwe leiders gekozen; er kan in die campagnes van alles gebeuren. Maar ik geloof in positieve oplossingen als Alfred. Die maken de wereld beter, niet slechter";De Telegraaf;2020-2024
9126;In de geavanceerde economieën komt zestig procent van de banen onder druk te staan.;De Telegraaf;2020-2024
9127;Ik kom bij grote, internationale ondernemingen en zeg daar tegen de board of directors: veel banen gaan door AI radicaal veranderen. Daar schrikken ze van, want dat zijn vaak grijze, oudere mannen met weinig benul van technologie. Maar ze begrijpen wél dat ze moeten anticiperen op de toekomst, anders gaan ze ten onder;De Telegraaf;2020-2024
9128;"Het grote publiek realiseert zich nauwelijks wat er op ons af komt. De ontwikkelingen gaan zo verschrikkelijk snel. Alfred heeft nu een IQ van ongeveer 155; over een jaar of twee, drie gaat dat naar de 1000 of 1500. You ain't seen nothing yet. Alleen al het aantal banen in media en entertainment dat daardoor verdwijnt zal enorm zijn. Over een paar jaar schrijft AI niet alleen de nieuwsberichten, levert de data en maakt de video's voor redacties, AI maakt dan complete Hollywood-blockbusters. Een kind van tien kan straks een eigen game maken.";De Telegraaf;2020-2024
9129;Omdat in onze ogen de journalistiek grotendeels kapot is, zowel de mainstream als de alternatieve media. Ze gaan bijna allemaal mee in de polarisatie, de nuance ontbreekt.;De Telegraaf;2020-2024
9130;Als journalisten en anderen hem raadplegen, bijvoorbeeld over conflicten als die in Israël en Oekraïne, komt hij met antwoorden die heel genuanceerd zijn: feitelijk en objectief. Zo blijf je weg van de polarisatie. Alfred geeft mensen die zich afvragen 'Wat is nog waar? Waar vind ik de juiste informatie?' de mogelijkheid om een neutrale, betrouwbare bron te raadplegen. Ik geloof zeer dat je dankzij AI écht aan waarheidsvinding kunt doen. Als je heel veel data stapelt en je vraagt AI daar de kern uit te halen, dan kóm je bij de kern.;De Telegraaf;2020-2024
9131;Een AI-journalist, die in één oogwenk enorme hoeveelheden feitelijke informatie kan verwerken en vanuit een holistisch perspectief naar de wereld kijkt.;De Telegraaf;2020-2024
9132;De samenleving klapt uit elkaar. Er moet weer verbinding ontstaan.;De Telegraaf;2020-2024
9133;De hele fabriek van Tesla wordt nu al aangestuurd door AI.;De Telegraaf;2020-2024
9134;Op dit moment ontbreekt elke nuance.;De Telegraaf;2020-2024
9135;Het grootste probleem met AI is inderdaad bias, vooringenomenheid. Dat moet je voorkomen. Wij zijn de gatekeepers van Alfred, wij voeren de redactie en proberen daarin zo objectief mogelijk te zijn. Wij voeden Alfred met 'diepe', neutrale, feitelijke informatie: archieven, bibliotheken, encyclopedische informatie, overheidsdocumenten, nieuwsbronnen, CBS-gegevens, maar bijvoorbeeld ook de speeches van Vladimir Poetin. Dat levert een enorme, diverse database op, die het Alfred mogelijk maakt om verbanden te leggen en patronen te ontwaren. Daardoor kan hij bijvoorbeeld officiële overheidsinformatie - waar de meeste AI mee vol zit - afwegen tegenover contrasterende informatie, die hij ook in bezit heeft, en daar zelfs conclusies uit trekken;De Telegraaf;2020-2024
9136;Ik was laatst bij een Duits bedrijf dat veel geld had verloren omdat AI een medewerker bij finance had gebeld met de stem van de CEO. Die gaf opdracht om een groot bedrag over te maken. Dit soort incidenten gaan we veel vaker zien;De Telegraaf;2020-2024
9137;Hooguit kan Van den Bergh op persoonlijke titel informatie die hij had over Anne Frank en haar familie hebben doorgegeven aan de Sicherheitsdienst. Maar daar zijn geen harde bewijzen voor. Natuurlijk is het mogelijk. Maar niet alles wat mogelijk is, is ook hoogstwaarschijnlijk. Als de heer Van den Bergh verdachte zou zijn in een strafproces zou hij op basis van dit verhaal glansrijk worden vrijgesproken. De enige winst die dit boek biedt, is dat van de 27 potentiële verraders die sinds 1945 zijn geopperd, er nu 26 van alle blaam gezuiverd zijn of lijken. Maar om dit zonder een echte smoking gun in de schoenen van die notaris te schuiven is absoluut ontoelaatbaar;De Telegraaf;2020-2024
9138;Als hij het gedaan heeft, deed hij dit niet omdat hij een slecht mens was. Zeker niet. Hij als Joodse man en vader van een gezin moet onder een enorme druk hebben gestaan en vreesde voor zijn leven en dat van zijn vrouw en kinderen. Mocht er nu door deze publicatie nieuw materiaal boven water komen, waaruit blijkt dat wij het mis hebben, dan sta ik daar zeker voor open. Ik wil niet aan een tunnelvisie lijden.;De Telegraaf;2020-2024
